mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_diff_mondo	synonym_case_diff_source	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0000299	thelaziasis	oio:hasExactSynonym		thelaziasis	thelaziasis	Thelaziasis	icd11.foundation:1803398353	Thelaziasis					thelaziasis	icd11.foundation:1803398353										
MONDO:0000302	basidiobolomycosis	oio:hasExactSynonym		basidiobolomycosis	basidiobolomycosis	Basidiobolomycosis	icd11.foundation:2087283296	Basidiobolomycosis					basidiobolomycosis	icd11.foundation:2087283296										
MONDO:0000328	hyperphosphatemia	oio:hasExactSynonym		hyperphosphatemia	hyperphosphatemia	Hyperphosphatemia	icd11.foundation:1745515193	Hyperphosphatemia					hyperphosphatemia	icd11.foundation:1745515193										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		endemic typhus fever			icd11.foundation:4659958	Typhus fever due to Rickettsia typhi					endemic typhus fever	icd11.foundation:4659958										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		murine typhus			icd11.foundation:4659958	Typhus fever due to Rickettsia typhi					murine typhus	icd11.foundation:4659958										
MONDO:0000330	endemic typhus	oio:hasExactSynonym		urban typhus			icd11.foundation:4659958	Typhus fever due to Rickettsia typhi					urban typhus	icd11.foundation:4659958										
MONDO:0000365	primary congenital glaucoma	oio:hasExactSynonym		primary congenital glaucoma	primary congenital glaucoma	Primary congenital glaucoma	icd11.foundation:517092878	Primary congenital glaucoma					primary congenital glaucoma	icd11.foundation:517092878										
MONDO:0000432	lymphoplasmacytic lymphoma	oio:hasExactSynonym		lymphoplasmacytic lymphoma	lymphoplasmacytic lymphoma	Lymphoplasmacytic lymphoma	icd11.foundation:2058944823	Lymphoplasmacytic lymphoma					lymphoplasmacytic lymphoma	icd11.foundation:2058944823										
MONDO:0000447	autosomal dominant polycystic liver disease	oio:hasExactSynonym		polycystic liver disease	polycystic liver disease	Polycystic liver disease	icd11.foundation:1361740083	Polycystic liver disease					polycystic liver disease	icd11.foundation:1361740083										
MONDO:0000453	short QT syndrome	oio:hasExactSynonym		short QT syndrome	short QT syndrome	Short QT syndrome	icd11.foundation:553392015	Short QT syndrome		http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL			short QT syndrome	icd11.foundation:553392015										
MONDO:0000463	Ochoa syndrome	oio:hasExactSynonym		Ochoa syndrome			icd11.foundation:443886910	Ochoa syndrome					Ochoa syndrome	icd11.foundation:443886910										
MONDO:0000495	oppositional defiant disorder	oio:hasExactSynonym		oppositional defiant disorder	oppositional defiant disorder	Oppositional defiant disorder	icd11.foundation:1487528823	Oppositional defiant disorder					oppositional defiant disorder	icd11.foundation:1487528823										
MONDO:0000680	astereognosia	oio:hasExactSynonym		astereognosia	astereognosia	Astereognosia	icd11.foundation:756147896	Astereognosia					astereognosia	icd11.foundation:756147896										
MONDO:0000688	inborn organic aciduria	oio:hasExactSynonym		organic aciduria	organic aciduria	Organic aciduria	icd11.foundation:1921636230	Organic aciduria					organic aciduria	icd11.foundation:1921636230										
MONDO:0000690	body dysmorphic disorder	oio:hasExactSynonym		dysmorphophobia	dysmorphophobia	Dysmorphophobia	icd11.foundation:731724655	Body dysmorphic disorder					dysmorphophobia	icd11.foundation:731724655										
MONDO:0000700	familial hemiplegic migraine	oio:hasExactSynonym		familial hemiplegic migraine	familial hemiplegic migraine	Familial hemiplegic migraine	icd11.foundation:1827007904	Familial hemiplegic migraine		http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL			familial hemiplegic migraine	icd11.foundation:1827007904										
MONDO:0000733	cornea plana	oio:hasExactSynonym		flat cornea	flat cornea	Flat cornea	icd11.foundation:262157734	Cornea plana					flat cornea	icd11.foundation:262157734										
MONDO:0000741	angular cheilitis	oio:hasExactSynonym		angular cheilitis	angular cheilitis	Angular cheilitis	icd11.foundation:591060439	Angular cheilitis					angular cheilitis	icd11.foundation:591060439										
MONDO:0000741	angular cheilitis	oio:hasExactSynonym		angular stomatitis			icd11.foundation:591060439	Angular cheilitis					angular stomatitis	icd11.foundation:591060439										
MONDO:0000745	cardiac arrest	oio:hasExactSynonym		circulatory arrest			icd11.foundation:395422191	Cardiac arrest					circulatory arrest	icd11.foundation:395422191										
MONDO:0000754	anal fistula	oio:hasExactSynonym		anal fistula	anal fistula	Anal fistula	icd11.foundation:206903882	Anal fistula					anal fistula	icd11.foundation:206903882										
MONDO:0000755	ectopic pregnancy	oio:hasExactSynonym		extrauterine pregnancy			icd11.foundation:1563334645	Ectopic pregnancy					extrauterine pregnancy	icd11.foundation:1563334645										
MONDO:0000758	bacillary angiomatosis	oio:hasExactSynonym		bacillary angiomatosis	bacillary angiomatosis	Bacillary angiomatosis	icd11.foundation:1416616903	Bacillary angiomatosis					bacillary angiomatosis	icd11.foundation:1416616903										
MONDO:0000819	anencephaly	oio:hasExactSynonym		anencephalus			icd11.foundation:1292761836	Anencephaly					anencephalus	icd11.foundation:1292761836										
MONDO:0000820	cerebral cavernous malformation	oio:hasExactSynonym		cerebral cavernous malformation	cerebral cavernous malformation	Cerebral cavernous malformation	icd11.foundation:916773262	Cerebral cavernous malformation		http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL			cerebral cavernous malformation	icd11.foundation:916773262										
MONDO:0000845	fibrous dysplasia	oio:hasExactSynonym		fibrous dysplasia of bone	fibrous dysplasia of bone	Fibrous dysplasia of bone	icd11.foundation:1704766818	Fibrous dysplasia of bone					fibrous dysplasia of bone	icd11.foundation:1704766818										
MONDO:0000859	spina bifida occulta	oio:hasExactSynonym		spina bifida occulta	spina bifida occulta	Spina bifida occulta	icd11.foundation:449489594	Occult spinal dysraphism					spina bifida occulta	icd11.foundation:449489594										
MONDO:0000923	interstitial emphysema	oio:hasExactSynonym		interstitial emphysema of lung			icd11.foundation:2008095771	Interstitial emphysema					interstitial emphysema of lung	icd11.foundation:2008095771										
MONDO:0000986	pleurisy	oio:hasExactSynonym		pleuritis			icd11.foundation:317852053	Pleurisy					pleuritis	icd11.foundation:317852053										
MONDO:0000987	cholesterolosis of gallbladder	oio:hasExactSynonym		strawberry gallbladder	strawberry gallbladder	Strawberry gallbladder	icd11.foundation:2109132211	Cholesterolosis of gallbladder					strawberry gallbladder	icd11.foundation:2109132211										
MONDO:0001027	gonococcal seminal vesiculitis	oio:hasExactSynonym		gonorrhoea of seminal vesicle			icd11.foundation:1226540022	Gonococcal seminal vesiculitis		http://purl.obolibrary.org/obo/OMO_0003005			gonorrhoea of seminal vesicle	icd11.foundation:1226540022										
MONDO:0001042	patellar tendinitis	oio:hasExactSynonym		patella tendinitis			icd11.foundation:1366847963	Patellar tendinitis					patella tendinitis	icd11.foundation:1366847963										
MONDO:0001042	patellar tendinitis	oio:hasExactSynonym		patellar tendonitis			icd11.foundation:1366847963	Patellar tendinitis					patellar tendonitis	icd11.foundation:1366847963										
MONDO:0001046	imperforate anus	oio:hasExactSynonym		imperforate anus	imperforate anus	Imperforate anus	icd11.foundation:515168801	Imperforate anus					imperforate anus	icd11.foundation:515168801										
MONDO:0001049	Dressler syndrome	oio:hasExactSynonym		Dressler syndrome			icd11.foundation:1353640147	Dressler syndrome					Dressler syndrome	icd11.foundation:1353640147										
MONDO:0001049	Dressler syndrome	oio:hasExactSynonym		postmyocardial infarction syndrome	postmyocardial infarction syndrome	Postmyocardial infarction syndrome	icd11.foundation:1353640147	Dressler syndrome					postmyocardial infarction syndrome	icd11.foundation:1353640147										
MONDO:0001078	tropical sprue	oio:hasExactSynonym		tropical steatorrhea			icd11.foundation:316377284	Tropical sprue					tropical steatorrhea	icd11.foundation:316377284										
MONDO:0001080	acute gonococcal cervicitis	oio:hasExactSynonym		acute gonorrhoea of cervix			icd11.foundation:2071927498	Acute gonococcal cervicitis		http://purl.obolibrary.org/obo/OMO_0003005			acute gonorrhoea of cervix	icd11.foundation:2071927498										
MONDO:0001100	hypertrophy of breast	oio:hasExactSynonym		macromastia			icd11.foundation:2078176266	Hypertrophy of breast					macromastia	icd11.foundation:2078176266										
MONDO:0001122	chronic maxillary sinusitis	oio:hasExactSynonym		chronic antritis			icd11.foundation:1372580647	Chronic maxillary sinusitis					chronic antritis	icd11.foundation:1372580647										
MONDO:0001126	gastric ulcer	oio:hasExactSynonym		gastric ulcer	gastric ulcer	Gastric ulcer	icd11.foundation:1437411258	Gastric ulcer					gastric ulcer	icd11.foundation:1437411258										
MONDO:0001134	essential hypertension	oio:hasExactSynonym		idiopathic hypertension			icd11.foundation:761947693	Essential hypertension					idiopathic hypertension	icd11.foundation:761947693										
MONDO:0001134	essential hypertension	oio:hasExactSynonym		primary hypertension			icd11.foundation:761947693	Essential hypertension					primary hypertension	icd11.foundation:761947693										
MONDO:0001137	Murray valley encephalitis	oio:hasExactSynonym		Australian X disease			icd11.foundation:1040970454	Murray Valley encephalitis					Australian X disease	icd11.foundation:1040970454										
MONDO:0001137	Murray valley encephalitis	oio:hasExactSynonym		Australian encephalitis			icd11.foundation:1040970454	Murray Valley encephalitis					Australian encephalitis	icd11.foundation:1040970454										
MONDO:0001149	microcephaly	oio:hasExactSynonym		microcephalus			icd11.foundation:179350437	Microcephaly					microcephalus	icd11.foundation:179350437										
MONDO:0001149	microcephaly	oio:hasExactSynonym		microcephaly	microcephaly	Microcephaly	icd11.foundation:179350437	Microcephaly					microcephaly	icd11.foundation:179350437										
MONDO:0001149	microcephaly	oio:hasExactSynonym		microencephaly	microencephaly	Microencephaly	icd11.foundation:179350437	Microcephaly					microencephaly	icd11.foundation:179350437										
MONDO:0001156	borderline personality disorder	oio:hasExactSynonym		borderline personality disorder	borderline personality disorder	Borderline personality disorder	icd11.foundation:189289487	Borderline personality disorder					borderline personality disorder	icd11.foundation:189289487										
MONDO:0001164	antisocial personality disorder	oio:hasExactSynonym		dissocial personality disorder			icd11.foundation:779282819	Antisocial personality disorder					dissocial personality disorder	icd11.foundation:779282819										
MONDO:0001164	antisocial personality disorder	oio:hasExactSynonym		psychopathic personality disorder			icd11.foundation:779282819	Antisocial personality disorder					psychopathic personality disorder	icd11.foundation:779282819										
MONDO:0001185	dissociative amnesia	oio:hasExactSynonym		psychogenic amnesia			icd11.foundation:626975732	Dissociative amnesia					psychogenic amnesia	icd11.foundation:626975732										
MONDO:0001195	spotted fever	oio:hasExactSynonym		spotted fever	spotted fever	Spotted fever	icd11.foundation:9953620	Spotted fever					spotted fever	icd11.foundation:9953620										
MONDO:0001198	acquired thrombocytopenia	oio:hasExactSynonym		acquired thrombocytopenia	acquired thrombocytopenia	Acquired thrombocytopenia	icd11.foundation:526155201	Acquired thrombocytopenia					acquired thrombocytopenia	icd11.foundation:526155201										
MONDO:0001208	acute respiratory failure	oio:hasExactSynonym		acute respiratory failure	acute respiratory failure	Acute respiratory failure	icd11.foundation:875272781	Acute respiratory failure					acute respiratory failure	icd11.foundation:875272781										
MONDO:0001243	disseminated intravascular coagulation	oio:hasExactSynonym		defibrination syndrome	defibrination syndrome	Defibrination syndrome	icd11.foundation:1622289887	Disseminated intravascular coagulation					defibrination syndrome	icd11.foundation:1622289887										
MONDO:0001243	disseminated intravascular coagulation	oio:hasExactSynonym		disseminated intravascular coagulation	disseminated intravascular coagulation	Disseminated intravascular coagulation	icd11.foundation:1622289887	Disseminated intravascular coagulation					disseminated intravascular coagulation	icd11.foundation:1622289887										
MONDO:0001246	typhus	oio:hasExactSynonym		typhus fever	typhus fever	Typhus fever	icd11.foundation:292650041	Typhus fever					typhus fever	icd11.foundation:292650041										
MONDO:0001259	pituitary gland infarction	oio:hasExactSynonym		pituitary gland infarction	pituitary gland infarction	Pituitary gland infarction	icd11.foundation:765046957	Pituitary gland infarction					pituitary gland infarction	icd11.foundation:765046957										
MONDO:0001268	gingival recession	oio:hasExactSynonym		gingival recession	gingival recession	Gingival recession	icd11.foundation:1059404242	Gingival recession					gingival recession	icd11.foundation:1059404242										
MONDO:0001280	choroiditis	oio:hasExactSynonym		choroiditis	choroiditis	Choroiditis	icd11.foundation:1884626736	Choroiditis					choroiditis	icd11.foundation:1884626736										
MONDO:0001286	exotropia	oio:hasExactSynonym		divergent concomitant strabismus	divergent concomitant strabismus	Divergent concomitant strabismus	icd11.foundation:2116859618	Exotropia					divergent concomitant strabismus	icd11.foundation:2116859618										
MONDO:0001286	exotropia	oio:hasExactSynonym		divergent strabismus			icd11.foundation:2116859618	Exotropia					divergent strabismus	icd11.foundation:2116859618										
MONDO:0001287	endometriosis in cutaneous scar	oio:hasExactSynonym		endometriosis in scar of skin			icd11.foundation:1586348950	Endometriosis in cutaneous scar					endometriosis in scar of skin	icd11.foundation:1586348950										
MONDO:0001294	Horner syndrome	oio:hasExactSynonym		Horner syndrome			icd11.foundation:178756462	Horner syndrome					Horner syndrome	icd11.foundation:178756462										
MONDO:0001296	acquired night blindness	oio:hasExactSynonym		acquired night blindness	acquired night blindness	Acquired night blindness	icd11.foundation:1609326234	Acquired night blindness					acquired night blindness	icd11.foundation:1609326234										
MONDO:0001297	cardiac tamponade	oio:hasExactSynonym		pericardial tamponade			icd11.foundation:216782575	Cardiac tamponade					pericardial tamponade	icd11.foundation:216782575										
MONDO:0001302	hypertensive heart disease	oio:hasExactSynonym		hypertensive heart disease	hypertensive heart disease	Hypertensive heart disease	icd11.foundation:1210166201	Hypertensive heart disease					hypertensive heart disease	icd11.foundation:1210166201										
MONDO:0001314	chondrocalcinosis	oio:hasExactSynonym		calcium pyrophosphate deposition disease			icd11.foundation:2041797033	Chondrocalcinosis					calcium pyrophosphate deposition disease	icd11.foundation:2041797033										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		facioscapulohumeral muscular dystrophy	facioscapulohumeral muscular dystrophy	Facioscapulohumeral muscular dystrophy	icd11.foundation:621965073	Facioscapulohumeral muscular dystrophy					facioscapulohumeral muscular dystrophy	icd11.foundation:621965073										
MONDO:0001347	facioscapulohumeral muscular dystrophy	oio:hasExactSynonym		facioscapulohumeral myopathy			icd11.foundation:621965073	Facioscapulohumeral muscular dystrophy					facioscapulohumeral myopathy	icd11.foundation:621965073										
MONDO:0001370	pericardial effusion	oio:hasExactSynonym		pericardial effusion	pericardial effusion	Pericardial effusion	icd11.foundation:2002014072	Pericardial effusion					pericardial effusion	icd11.foundation:2002014072										
MONDO:0001384	myopia	oio:hasExactSynonym		myopia	myopia	Myopia	icd11.foundation:1666440799	Myopia					myopia	icd11.foundation:1666440799										
MONDO:0001384	myopia	oio:hasExactSynonym		near-sightedness			icd11.foundation:1666440799	Myopia					near-sightedness	icd11.foundation:1666440799										
MONDO:0001410	postmenopausal atrophic vaginitis	oio:hasExactSynonym		atrophic vaginitis			icd11.foundation:1876048433	Postmenopausal atrophic vaginitis					atrophic vaginitis	icd11.foundation:1876048433										
MONDO:0001410	postmenopausal atrophic vaginitis	oio:hasExactSynonym		senile vaginitis			icd11.foundation:1876048433	Postmenopausal atrophic vaginitis					senile vaginitis	icd11.foundation:1876048433										
MONDO:0001414	osteopoikilosis	oio:hasExactSynonym		osteopoikilosis	osteopoikilosis	Osteopoikilosis	icd11.foundation:801926378	Osteopoikilosis					osteopoikilosis	icd11.foundation:801926378										
MONDO:0001415	atrophy of testis	oio:hasExactSynonym		testicular atrophy			icd11.foundation:1735709719	Atrophy of testis					testicular atrophy	icd11.foundation:1735709719										
MONDO:0001437	pulmonary alveolar proteinosis	oio:hasExactSynonym		pulmonary alveolar proteinosis	pulmonary alveolar proteinosis	Pulmonary alveolar proteinosis	icd11.foundation:1869739196	Pulmonary alveolar proteinosis					pulmonary alveolar proteinosis	icd11.foundation:1869739196										
MONDO:0001442	dysthymic disorder	oio:hasExactSynonym		dysthymia	dysthymia	Dysthymia	icd11.foundation:810797047	Dysthymic disorder					dysthymia	icd11.foundation:810797047										
MONDO:0001444	Chagas disease	oio:hasExactSynonym		Chagas disease			icd11.foundation:1365585570	Chagas disease					Chagas disease	icd11.foundation:1365585570										
MONDO:0001451	peripheral retinal degeneration	oio:hasExactSynonym		peripheral degeneration of retina			icd11.foundation:1518234440	Peripheral retinal degeneration					peripheral degeneration of retina	icd11.foundation:1518234440										
MONDO:0001451	peripheral retinal degeneration	oio:hasExactSynonym		peripheral retinal Degeneration	peripheral retinal Degeneration	Peripheral retinal degeneration	icd11.foundation:1518234440	Peripheral retinal degeneration					peripheral retinal Degeneration	icd11.foundation:1518234440										
MONDO:0001478	anisometropia	oio:hasExactSynonym		anisometropia	anisometropia	Anisometropia	icd11.foundation:386251928	Anisometropia					anisometropia	icd11.foundation:386251928										
MONDO:0001479	cutaneous diphtheria	oio:hasExactSynonym		cutaneous diphtheria	cutaneous diphtheria	Cutaneous diphtheria	icd11.foundation:618920860	Cutaneous diphtheria					cutaneous diphtheria	icd11.foundation:618920860										
MONDO:0001505	alcoholic hepatitis	oio:hasExactSynonym		alcoholic Hepatitis	alcoholic Hepatitis	Alcoholic hepatitis	icd11.foundation:229221394	Alcoholic hepatitis					alcoholic Hepatitis	icd11.foundation:229221394										
MONDO:0001505	alcoholic hepatitis	oio:hasExactSynonym		alcoholic hepatitis	alcoholic hepatitis	Alcoholic hepatitis	icd11.foundation:229221394	Alcoholic hepatitis					alcoholic hepatitis	icd11.foundation:229221394										
MONDO:0001520	kleptomania	oio:hasExactSynonym		kleptomania	kleptomania	Kleptomania	icd11.foundation:804604349	Kleptomania					kleptomania	icd11.foundation:804604349										
MONDO:0001520	kleptomania	oio:hasExactSynonym		pathological stealing			icd11.foundation:804604349	Kleptomania					pathological stealing	icd11.foundation:804604349										
MONDO:0001552	dyscalculia	oio:hasExactSynonym		dyscalculia	dyscalculia	Dyscalculia	icd11.foundation:308101648	Dyscalculia					dyscalculia	icd11.foundation:308101648										
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		acoustic neurilemmoma			icd11.foundation:480288993	Acoustic neuroma					acoustic neurilemmoma	icd11.foundation:480288993										
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		acoustic neurinoma			icd11.foundation:480288993	Acoustic neuroma					acoustic neurinoma	icd11.foundation:480288993										
MONDO:0001569	acoustic neuroma	oio:hasExactSynonym		acoustic neuroma	acoustic neuroma	Acoustic neuroma	icd11.foundation:480288993	Acoustic neuroma					acoustic neuroma	icd11.foundation:480288993										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		Alpha-L-iduronidase deficiency			icd11.foundation:1539226250	Mucopolysaccharidosis type 1					Alpha-L-iduronidase deficiency	icd11.foundation:1539226250										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		lipochondrodystrophy	lipochondrodystrophy	Lipochondrodystrophy	icd11.foundation:1539226250	Mucopolysaccharidosis type 1					lipochondrodystrophy	icd11.foundation:1539226250										
MONDO:0001586	mucopolysaccharidosis type 1	oio:hasExactSynonym		mucopolysaccharidosis type 1	mucopolysaccharidosis type 1	Mucopolysaccharidosis type 1	icd11.foundation:1539226250	Mucopolysaccharidosis type 1		http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL			mucopolysaccharidosis type 1	icd11.foundation:1539226250										
MONDO:0001594	Achilles bursitis	oio:hasExactSynonym		capped hock			icd11.foundation:426746156	Achilles bursitis					capped hock	icd11.foundation:426746156										
MONDO:0001595	choreatic disease	oio:hasExactSynonym		benign familial chorea	benign familial chorea	Benign familial chorea	icd11.foundation:829618737	Benign hereditary chorea					benign familial chorea	icd11.foundation:829618737										
MONDO:0001596	hypochondriasis	oio:hasExactSynonym		hypochondria			icd11.foundation:675329566	Hypochondriasis					hypochondria	icd11.foundation:675329566										
MONDO:0001596	hypochondriasis	oio:hasExactSynonym		hypochondriacal disorder			icd11.foundation:675329566	Hypochondriasis					hypochondriacal disorder	icd11.foundation:675329566										
MONDO:0001596	hypochondriasis	oio:hasExactSynonym		hypochondriacal neurosis	hypochondriacal neurosis	Hypochondriacal neurosis	icd11.foundation:675329566	Hypochondriasis					hypochondriacal neurosis	icd11.foundation:675329566										
MONDO:0001598	benign lymphoepithelial lesion of salivary gland	oio:hasExactSynonym		benign lymphoepithelial lesion of salivary gland	benign lymphoepithelial lesion of salivary gland	Benign lymphoepithelial lesion of salivary gland	icd11.foundation:1330363110	Benign lymphoepithelial lesion of salivary gland					benign lymphoepithelial lesion of salivary gland	icd11.foundation:1330363110										
MONDO:0001600	mucocele of salivary gland	oio:hasExactSynonym		salivary cyst			icd11.foundation:48444833	Mucocele of salivary gland					salivary cyst	icd11.foundation:48444833										
MONDO:0001600	mucocele of salivary gland	oio:hasExactSynonym		salivary gland mucocele			icd11.foundation:48444833	Mucocele of salivary gland					salivary gland mucocele	icd11.foundation:48444833										
MONDO:0001603	paralytic lagophthalmos	oio:hasExactSynonym		paralytic lagophthalmos	paralytic lagophthalmos	Paralytic lagophthalmos	icd11.foundation:2122617367	Paralytic lagophthalmos					paralytic lagophthalmos	icd11.foundation:2122617367										
MONDO:0001617	transient global amnesia	oio:hasExactSynonym		transient global amnesia	transient global amnesia	Transient global amnesia	icd11.foundation:1524600518	Transient global amnesia					transient global amnesia	icd11.foundation:1524600518										
MONDO:0001623	cicatricial lagophthalmos	oio:hasExactSynonym		cicatricial lagophthalmos	cicatricial lagophthalmos	Cicatricial lagophthalmos	icd11.foundation:1868697470	Cicatricial lagophthalmos					cicatricial lagophthalmos	icd11.foundation:1868697470										
MONDO:0001627	dementia	oio:hasExactSynonym		dementia	dementia	Dementia	icd11.foundation:546689346	Dementia					dementia	icd11.foundation:546689346										
MONDO:0001655	dissociated nystagmus	oio:hasExactSynonym		dissociated nystagmus	dissociated nystagmus	Dissociated nystagmus	icd11.foundation:50035755	Dissociated nystagmus					dissociated nystagmus	icd11.foundation:50035755										
MONDO:0001671	mucocele of appendix	oio:hasExactSynonym		appendiceal mucocele			icd11.foundation:159513245	Mucocele of appendix					appendiceal mucocele	icd11.foundation:159513245										
MONDO:0001718	scleritis	oio:hasExactSynonym		scleritis	scleritis	Scleritis	icd11.foundation:2097802831	Scleritis					scleritis	icd11.foundation:2097802831										
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym		Bourneville disease			icd11.foundation:1903085809	Tuberous sclerosis					Bourneville disease	icd11.foundation:1903085809										
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym		epiloia	epiloia	Epiloia	icd11.foundation:1903085809	Tuberous sclerosis					epiloia	icd11.foundation:1903085809										
MONDO:0001734	tuberous sclerosis	oio:hasExactSynonym		tuberous sclerosis	tuberous sclerosis	Tuberous sclerosis	icd11.foundation:1903085809	Tuberous sclerosis		http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL			tuberous sclerosis	icd11.foundation:1903085809										
MONDO:0001739	purulent labyrinthitis	oio:hasExactSynonym		suppurative labyrinthitis			icd11.foundation:479586656	Purulent labyrinthitis					suppurative labyrinthitis	icd11.foundation:479586656										
MONDO:0001741	hyperparathyroidism	oio:hasExactSynonym		hyperparathyroidism	hyperparathyroidism	Hyperparathyroidism	icd11.foundation:9633776	Hyperparathyroidism					hyperparathyroidism	icd11.foundation:9633776										
MONDO:0001811	tetanic cataract	oio:hasExactSynonym		hypocalcaemic cataract			icd11.foundation:2073255301	Tetanic cataract					hypocalcaemic cataract	icd11.foundation:2073255301										
MONDO:0001824	polyneuropathy	oio:hasExactSynonym		polyneuropathy	polyneuropathy	Polyneuropathy	icd11.foundation:58868923	Polyneuropathy					polyneuropathy	icd11.foundation:58868923										
MONDO:0001838	acute gonococcal prostatitis	oio:hasExactSynonym		acute gonococcal prostatitis	acute gonococcal prostatitis	Acute gonococcal prostatitis	icd11.foundation:1552826290	Acute gonococcal prostatitis					acute gonococcal prostatitis	icd11.foundation:1552826290										
MONDO:0001867	phaeohyphomycosis	oio:hasExactSynonym		infection by dematiacious fungi			icd11.foundation:547567937	Phaeohyphomycosis					infection by dematiacious fungi	icd11.foundation:547567937										
MONDO:0001867	phaeohyphomycosis	oio:hasExactSynonym		infection by dematiacious fungi [Phaehyphomycosis]	infection by dematiacious fungi [Phaehyphomycosis]	infection by dematiacious fungi [phaehyphomycosis]	icd11.foundation:547567937	Phaeohyphomycosis					infection by dematiacious fungi [Phaehyphomycosis]	icd11.foundation:547567937										
MONDO:0001873	geniculate ganglionitis	oio:hasExactSynonym		geniculate ganglionitis	geniculate ganglionitis	Geniculate ganglionitis	icd11.foundation:305361524	Geniculate ganglionitis					geniculate ganglionitis	icd11.foundation:305361524										
MONDO:0001880	median rhomboid glossitis	oio:hasExactSynonym		persistent tuberculum impar			icd11.foundation:598142773	Median rhomboid glossitis					persistent tuberculum impar	icd11.foundation:598142773										
MONDO:0001881	toxic shock syndrome	oio:hasExactSynonym		toxic shock syndrome	toxic shock syndrome	Toxic shock syndrome	icd11.foundation:114886962	Toxic shock syndrome					toxic shock syndrome	icd11.foundation:114886962										
MONDO:0001882	bacteriuria	oio:hasExactSynonym		bacteriuria	bacteriuria	Bacteriuria	icd11.foundation:626563645	Bacteriuria					bacteriuria	icd11.foundation:626563645										
