subject_id	predicate_id	object_id	subject_label	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
MONDO:0001149	MONDO:equivalentTo	ICD10WHO:Q02	microcephaly	Microcephaly	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	microcephaly
MONDO:0001150	MONDO:equivalentTo	ICD10WHO:G91	hydrocephalus	Hydrocephalus	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hydrocephalus
MONDO:0001155	MONDO:equivalentTo	ICD10WHO:K28	gastrojejunal ulcer	Gastrojejunal ulcer	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gastrojejunal ulcer
MONDO:0001157	MONDO:equivalentTo	ICD10WHO:F60.7	dependent personality disorder	Dependent personality disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dependent personality disorder
MONDO:0001161	MONDO:equivalentTo	ICD10WHO:F60.1	schizoid personality disorder	Schizoid personality disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	schizoid personality disorder
MONDO:0001163	MONDO:equivalentTo	ICD10WHO:F60.0	paranoid personality disorder	Paranoid personality disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	paranoid personality disorder
MONDO:0001168	MONDO:equivalentTo	ICD10WHO:G81.1	spastic hemiplegia	Spastic hemiplegia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	spastic hemiplegia
MONDO:0001170	MONDO:equivalentTo	ICD10WHO:G81	hemiplegia	Hemiplegia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hemiplegia
MONDO:0001180	MONDO:equivalentTo	ICD10WHO:H18.1	bullous keratopathy	Bullous keratopathy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bullous keratopathy
MONDO:0001185	MONDO:equivalentTo	ICD10WHO:F44.0	dissociative amnesia	Dissociative amnesia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dissociative amnesia
MONDO:0001200	MONDO:equivalentTo	ICD10WHO:I15	secondary hypertension	Secondary hypertension	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	secondary hypertension
MONDO:0001208	MONDO:equivalentTo	ICD10WHO:J96.0	acute respiratory failure	Acute respiratory failure	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute respiratory failure
MONDO:0001210	MONDO:equivalentTo	ICD10WHO:H05.4	enophthalmos	Enophthalmos	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	enophthalmos
MONDO:0001216	MONDO:equivalentTo	ICD10WHO:K04.2	pulp degeneration	Pulp degeneration	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pulp degeneration
MONDO:0001218	MONDO:equivalentTo	ICD10WHO:J06.0	acute laryngopharyngitis	Acute laryngopharyngitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute laryngopharyngitis
MONDO:0001220	MONDO:equivalentTo	ICD10WHO:E20	hypoparathyroidism	Hypoparathyroidism	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypoparathyroidism
MONDO:0001241	MONDO:equivalentTo	ICD10WHO:P61.5	transient neonatal neutropenia	Transient neonatal neutropenia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	transient neonatal neutropenia
MONDO:0001249	MONDO:equivalentTo	ICD10WHO:A71	trachoma	Trachoma	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	trachoma
MONDO:0001251	MONDO:equivalentTo	ICD10WHO:K04.5	chronic apical periodontitis	Chronic apical periodontitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chronic apical periodontitis
MONDO:0001260	MONDO:equivalentTo	ICD10WHO:B65.3	cercarial dermatitis	Cercarial dermatitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cercarial dermatitis
MONDO:0001266	MONDO:equivalentTo	ICD10WHO:A46	erysipelas	Erysipelas	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	erysipelas
MONDO:0001268	MONDO:equivalentTo	ICD10WHO:K06.0	gingival recession	Gingival recession	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gingival recession
MONDO:0001274	MONDO:equivalentTo	ICD10WHO:K59.4	anal spasm	Anal spasm	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	anal spasm
MONDO:0001276	MONDO:equivalentTo	ICD10WHO:F80.1	expressive language disorder	Expressive language disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	expressive language disorder
MONDO:0001284	MONDO:equivalentTo	ICD10WHO:N80.5	endometriosis of intestine	Endometriosis of intestine	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endometriosis of intestine
MONDO:0001285	MONDO:equivalentTo	ICD10WHO:N80.3	endometriosis of pelvic peritoneum	Endometriosis of pelvic peritoneum	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endometriosis of pelvic peritoneum
MONDO:0001287	MONDO:equivalentTo	ICD10WHO:N80.6	endometriosis in cutaneous scar	Endometriosis in cutaneous scar	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endometriosis in cutaneous scar
MONDO:0001288	MONDO:equivalentTo	ICD10WHO:N80.4	endometriosis of rectovaginal septum and vagina	Endometriosis of rectovaginal septum and vagina	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endometriosis of rectovaginal septum and vagina
MONDO:0001294	MONDO:equivalentTo	ICD10WHO:G90.2	Horner syndrome	Horner syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	horner syndrome
MONDO:0001295	MONDO:equivalentTo	ICD10WHO:G90.0	idiopathic peripheral autonomic neuropathy	Idiopathic peripheral autonomic neuropathy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	idiopathic peripheral autonomic neuropathy
MONDO:0001302	MONDO:equivalentTo	ICD10WHO:I11	hypertensive heart disease	Hypertensive heart disease	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypertensive heart disease
MONDO:0001312	MONDO:equivalentTo	ICD10WHO:H65.0	acute serous otitis media	Acute serous otitis media	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute serous otitis media
MONDO:0001316	MONDO:equivalentTo	ICD10WHO:G00.2	streptococcal meningitis	Streptococcal meningitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	streptococcal meningitis
MONDO:0001330	MONDO:equivalentTo	ICD10WHO:H52.4	presbyopia	Presbyopia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	presbyopia
MONDO:0001332	MONDO:equivalentTo	ICD10WHO:M12.3	palindromic rheumatism	Palindromic rheumatism	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	palindromic rheumatism
MONDO:0001339	MONDO:equivalentTo	ICD10WHO:I81	portal vein thrombosis	Portal vein thrombosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	portal vein thrombosis
MONDO:0001349	MONDO:equivalentTo	ICD10WHO:K02.4	odontoclasia	Odontoclasia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	odontoclasia
MONDO:0001367	MONDO:equivalentTo	ICD10WHO:D73.2	chronic congestive splenomegaly	Chronic congestive splenomegaly	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chronic congestive splenomegaly
MONDO:0001369	MONDO:equivalentTo	ICD10WHO:J37.0	chronic laryngitis	Chronic laryngitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chronic laryngitis
MONDO:0001382	MONDO:equivalentTo	ICD10WHO:K76.7	hepatorenal syndrome	Hepatorenal syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hepatorenal syndrome
MONDO:0001383	MONDO:equivalentTo	ICD10WHO:H44.2	degenerative myopia	Degenerative myopia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	degenerative myopia
MONDO:0001384	MONDO:equivalentTo	ICD10WHO:H52.1	myopia	Myopia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	myopia
MONDO:0001391	MONDO:equivalentTo	ICD10WHO:A30.0	indeterminate leprosy	Indeterminate leprosy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	indeterminate leprosy
MONDO:0001410	MONDO:equivalentTo	ICD10WHO:N95.2	postmenopausal atrophic vaginitis	Postmenopausal atrophic vaginitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	postmenopausal atrophic vaginitis
MONDO:0001415	MONDO:equivalentTo	ICD10WHO:N50.0	atrophy of testis	Atrophy of testis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	atrophy of testis
MONDO:0001443	MONDO:equivalentTo	ICD10WHO:H74.0	tympanosclerosis	Tympanosclerosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tympanosclerosis
MONDO:0001444	MONDO:equivalentTo	ICD10WHO:B57	Chagas disease	Chagas disease	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chagas disease
MONDO:0001449	MONDO:equivalentTo	ICD10WHO:A87.2	lymphocytic choriomeningitis	Lymphocytic choriomeningitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	lymphocytic choriomeningitis
MONDO:0001451	MONDO:equivalentTo	ICD10WHO:H35.4	peripheral retinal degeneration	Peripheral retinal degeneration	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	peripheral retinal degeneration
MONDO:0001461	MONDO:equivalentTo	ICD10WHO:B35.4	tinea corporis	Tinea corporis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tinea corporis
MONDO:0001479	MONDO:equivalentTo	ICD10WHO:A36.3	cutaneous diphtheria	Cutaneous diphtheria	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cutaneous diphtheria
MONDO:0001484	MONDO:equivalentTo	ICD10WHO:F20.0	paranoid schizophrenia	Paranoid schizophrenia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	paranoid schizophrenia
MONDO:0001492	MONDO:equivalentTo	ICD10WHO:I27.1	kyphoscoliotic heart disease	Kyphoscoliotic heart disease	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	kyphoscoliotic heart disease
MONDO:0001505	MONDO:equivalentTo	ICD10WHO:K70.1	alcoholic hepatitis	Alcoholic hepatitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	alcoholic hepatitis
MONDO:0001506	MONDO:equivalentTo	ICD10WHO:N41.3	prostatocystitis	Prostatocystitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	prostatocystitis
MONDO:0001508	MONDO:equivalentTo	ICD10WHO:H69.0	patulous eustachian tube	Patulous Eustachian tube	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	patulous eustachian tube
MONDO:0001515	MONDO:equivalentTo	ICD10WHO:H18.4	corneal degeneration	Corneal degeneration	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	corneal degeneration
MONDO:0001540	MONDO:equivalentTo	ICD10WHO:J67.1	bagassosis	Bagassosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bagassosis
MONDO:0001543	MONDO:equivalentTo	ICD10WHO:G57.0	lesion of sciatic nerve	Lesion of sciatic nerve	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	lesion of sciatic nerve
MONDO:0001551	MONDO:equivalentTo	ICD10WHO:N76.6	ulceration of vulva	Ulceration of vulva	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ulceration of vulva
MONDO:0001557	MONDO:equivalentTo	ICD10WHO:M70.2	olecranon bursitis	Olecranon bursitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	olecranon bursitis
MONDO:0001583	MONDO:equivalentTo	ICD10WHO:G63.2	diabetic polyneuropathy	Diabetic polyneuropathy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	diabetic polyneuropathy
MONDO:0001600	MONDO:equivalentTo	ICD10WHO:K11.6	mucocele of salivary gland	Mucocele of salivary gland	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mucocele of salivary gland
MONDO:0001601	MONDO:equivalentTo	ICD10WHO:B53.0	Plasmodium ovale malaria	Plasmodium ovale malaria	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	plasmodium ovale malaria
MONDO:0001604	MONDO:equivalentTo	ICD10WHO:H02.2	lagophthalmos	Lagophthalmos	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	lagophthalmos
MONDO:0001616	MONDO:equivalentTo	ICD10WHO:B48.0	lobomycosis	Lobomycosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	lobomycosis
MONDO:0001617	MONDO:equivalentTo	ICD10WHO:G45.4	transient global amnesia	Transient global amnesia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	transient global amnesia
MONDO:0001618	MONDO:equivalentTo	ICD10WHO:N48.1	balanoposthitis	Balanoposthitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	balanoposthitis
MONDO:0001620	MONDO:equivalentTo	ICD10WHO:A68.0	louse-borne relapsing fever	Louse-borne relapsing fever	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	louse-borne relapsing fever
MONDO:0001621	MONDO:equivalentTo	ICD10WHO:A68.1	tick-borne relapsing fever	Tick-borne relapsing fever	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tick-borne relapsing fever
MONDO:0001624	MONDO:equivalentTo	ICD10WHO:J01.3	acute sphenoidal sinusitis	Acute sphenoidal sinusitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute sphenoidal sinusitis
MONDO:0001625	MONDO:equivalentTo	ICD10WHO:N83.1	corpus luteum cyst	Corpus luteum cyst	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	corpus luteum cyst
MONDO:0001628	MONDO:equivalentTo	ICD10WHO:B35.1	tinea unguium	Tinea unguium	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tinea unguium
MONDO:0001633	MONDO:equivalentTo	ICD10WHO:H34.1	central retinal artery occlusion	Central retinal artery occlusion	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	central retinal artery occlusion
MONDO:0001641	MONDO:equivalentTo	ICD10WHO:O14.1	severe pre-eclampsia	Severe pre-eclampsia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	severe pre-eclampsia
MONDO:0001650	MONDO:equivalentTo	ICD10WHO:N30.0	acute cystitis	Acute cystitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute cystitis
MONDO:0001687	MONDO:equivalentTo	ICD10WHO:H28.0	diabetic cataract	Diabetic cataract	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	diabetic cataract
MONDO:0001689	MONDO:equivalentTo	ICD10WHO:K14.3	hypertrophy of tongue papillae	Hypertrophy of tongue papillae	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypertrophy of tongue papillae
MONDO:0001699	MONDO:equivalentTo	ICD10WHO:B35.2	tinea manuum	Tinea manuum	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tinea manuum
MONDO:0001701	MONDO:equivalentTo	ICD10WHO:A22.2	gastrointestinal anthrax	Gastrointestinal anthrax	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gastrointestinal anthrax
MONDO:0001710	MONDO:equivalentTo	ICD10WHO:K83.2	perforation of bile duct	Perforation of bile duct	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	perforation of bile duct
MONDO:0001718	MONDO:equivalentTo	ICD10WHO:H15.0	scleritis	Scleritis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	scleritis
MONDO:0001719	MONDO:equivalentTo	ICD10WHO:M73.0	gonococcal bursitis	Gonococcal bursitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	gonococcal bursitis
MONDO:0001732	MONDO:equivalentTo	ICD10WHO:N30.3	trigonitis	Trigonitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	trigonitis
MONDO:0001734	MONDO:equivalentTo	ICD10WHO:Q85.1	tuberous sclerosis	Tuberous sclerosis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tuberous sclerosis
MONDO:0001736	MONDO:equivalentTo	ICD10WHO:P39.0	neonatal infective mastitis	Neonatal infective mastitis	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	neonatal infective mastitis
MONDO:0001737	MONDO:equivalentTo	ICD10WHO:A33	tetanus neonatorum	Tetanus neonatorum	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tetanus neonatorum
MONDO:0001753	MONDO:equivalentTo	ICD10WHO:N97.2	female infertility of uterine origin	Female infertility of uterine origin	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	female infertility of uterine origin
MONDO:0001754	MONDO:equivalentTo	ICD10WHO:O15	eclampsia	Eclampsia	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	eclampsia
MONDO:0001772	MONDO:equivalentTo	ICD10WHO:K62.6	ulcer of anus and rectum	Ulcer of anus and rectum	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ulcer of anus and rectum
MONDO:0001780	MONDO:equivalentTo	ICD10WHO:F52.4	premature ejaculation	Premature ejaculation	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	premature ejaculation
MONDO:0001797	MONDO:equivalentTo	ICD10WHO:A57	chancroid	Chancroid	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chancroid
MONDO:0001798	MONDO:equivalentTo	ICD10WHO:M35.7	hypermobility syndrome	Hypermobility syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypermobility syndrome
MONDO:0001823	MONDO:equivalentTo	ICD10WHO:I49.5	sick sinus syndrome	Sick sinus syndrome	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	sick sinus syndrome
MONDO:0001827	MONDO:equivalentTo	ICD10WHO:B36.2	white piedra	White piedra	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	white piedra
MONDO:0001830	MONDO:equivalentTo	ICD10WHO:F45.0	somatization disorder	Somatization disorder	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	somatization disorder
MONDO:0001859	MONDO:equivalentTo	ICD10WHO:M89.0	algoneurodystrophy	Algoneurodystrophy	semapv:LexicalMatching	oaklib	0.8497788951776651	rdfs:label	rdfs:label	algoneurodystrophy
