mondo_id	mondo_label	xref	xref_source	original_label	definition	parents
MONDO:0851171	laryngeal diphtheria	ICD10CM:A36.2	MONDO:equivalentTo	Laryngeal diphtheria		MONDO:0005504
MONDO:0851172	other diphtheria	ICD10CM:A36.8	MONDO:equivalentTo	Other diphtheria		MONDO:0005504
MONDO:0851173	diphtheria, unspecified	ICD10CM:A36.9	MONDO:equivalentTo	Diphtheria, unspecified		MONDO:0005504
MONDO:0851174	whooping cough due to bordetella parapertussis without pneumonia	ICD10CM:A37.10	MONDO:equivalentTo	Whooping cough due to Bordetella parapertussis without pneumonia		MONDO:0001353
MONDO:0851175	whooping cough due to bordetella parapertussis with pneumonia	ICD10CM:A37.11	MONDO:equivalentTo	Whooping cough due to Bordetella parapertussis with pneumonia		MONDO:0001353
MONDO:0851176	scarlet fever with otitis media	ICD10CM:A38.0	MONDO:equivalentTo	Scarlet fever with otitis media		MONDO:0005952
MONDO:0851177	scarlet fever with myocarditis	ICD10CM:A38.1	MONDO:equivalentTo	Scarlet fever with myocarditis		MONDO:0005952
MONDO:0851178	scarlet fever with other complications	ICD10CM:A38.8	MONDO:equivalentTo	Scarlet fever with other complications		MONDO:0005952
MONDO:0851179	scarlet fever, uncomplicated	ICD10CM:A38.9	MONDO:equivalentTo	Scarlet fever, uncomplicated		MONDO:0005952
MONDO:0851180	acute meningococcemia	ICD10CM:A39.2	MONDO:equivalentTo	Acute meningococcemia		MONDO:0005373
MONDO:0851181	chronic meningococcemia	ICD10CM:A39.3	MONDO:equivalentTo	Chronic meningococcemia		MONDO:0005373
MONDO:0851182	meningococcemia, unspecified	ICD10CM:A39.4	MONDO:equivalentTo	Meningococcemia, unspecified		MONDO:0005373
MONDO:0851183	meningococcal heart disease	ICD10CM:A39.5	MONDO:equivalentTo	Meningococcal heart disease		MONDO:0005373
MONDO:0851184	other meningococcal infections	ICD10CM:A39.8	MONDO:equivalentTo	Other meningococcal infections		MONDO:0005373
MONDO:0851185	meningococcal infection, unspecified	ICD10CM:A39.9	MONDO:equivalentTo	Meningococcal infection, unspecified		MONDO:0005373
MONDO:0851186	pulmonary nocardiosis	ICD10CM:A43.0	MONDO:equivalentTo	Pulmonary nocardiosis		MONDO:0017776
MONDO:0851187	cutaneous nocardiosis	ICD10CM:A43.1	MONDO:equivalentTo	Cutaneous nocardiosis		MONDO:0017776
MONDO:0851188	other forms of nocardiosis	ICD10CM:A43.8	MONDO:equivalentTo	Other forms of nocardiosis		MONDO:0017776
MONDO:0851189	nocardiosis, unspecified	ICD10CM:A43.9	MONDO:equivalentTo	Nocardiosis, unspecified		MONDO:0017776
MONDO:0851190	systemic bartonellosis	ICD10CM:A44.0	MONDO:equivalentTo	Systemic bartonellosis		MONDO:0005664
MONDO:0851191	cutaneous and mucocutaneous bartonellosis	ICD10CM:A44.1	MONDO:equivalentTo	Cutaneous and mucocutaneous bartonellosis		MONDO:0005664
MONDO:0851192	other forms of bartonellosis	ICD10CM:A44.8	MONDO:equivalentTo	Other forms of bartonellosis		MONDO:0005664
MONDO:0851193	bartonellosis, unspecified	ICD10CM:A44.9	MONDO:equivalentTo	Bartonellosis, unspecified		MONDO:0005664
MONDO:0851194	early congenital syphilis, symptomatic	ICD10CM:A50.0	MONDO:equivalentTo	Early congenital syphilis, symptomatic		MONDO:0005714
MONDO:0851195	early congenital syphilis, latent	ICD10CM:A50.1	MONDO:equivalentTo	Early congenital syphilis, latent		MONDO:0005714
MONDO:0851196	early congenital syphilis, unspecified	ICD10CM:A50.2	MONDO:equivalentTo	Early congenital syphilis, unspecified		MONDO:0005714
MONDO:0851197	late congenital syphilitic oculopathy	ICD10CM:A50.3	MONDO:equivalentTo	Late congenital syphilitic oculopathy		MONDO:0005714
MONDO:0851198	late congenital neurosyphilis [juvenile neurosyphilis]	ICD10CM:A50.4	MONDO:equivalentTo	Late congenital neurosyphilis [juvenile neurosyphilis]		MONDO:0005714
MONDO:0851199	other late congenital syphilis, symptomatic	ICD10CM:A50.5	MONDO:equivalentTo	Other late congenital syphilis, symptomatic		MONDO:0005714
MONDO:0851200	late congenital syphilis, latent	ICD10CM:A50.6	MONDO:equivalentTo	Late congenital syphilis, latent		MONDO:0005714
MONDO:0851201	late congenital syphilis, unspecified	ICD10CM:A50.7	MONDO:equivalentTo	Late congenital syphilis, unspecified		MONDO:0005714
MONDO:0851202	congenital syphilis, unspecified	ICD10CM:A50.9	MONDO:equivalentTo	Congenital syphilis, unspecified		MONDO:0005714
MONDO:0851203	early syphilis	ICD10CM:A51	MONDO:equivalentTo	Early syphilis		MONDO:0021681
MONDO:0851204	late syphilis	ICD10CM:A52	MONDO:equivalentTo	Late syphilis		MONDO:0021681
MONDO:0851205	other and unspecified syphilis	ICD10CM:A53	MONDO:equivalentTo	Other and unspecified syphilis		MONDO:0021681
MONDO:0851206	gonococcal infection	ICD10CM:A54	MONDO:equivalentTo	Gonococcal infection		MONDO:0021681
MONDO:0851207	chlamydial lymphogranuloma (venereum)	ICD10CM:A55	MONDO:equivalentTo	Chlamydial lymphogranuloma (venereum)		MONDO:0021681
MONDO:0851208	other sexually transmitted chlamydial diseases	ICD10CM:A56	MONDO:equivalentTo	Other sexually transmitted chlamydial diseases		MONDO:0021681
MONDO:0851209	urogenital trichomoniasis, unspecified	ICD10CM:A59.00	MONDO:equivalentTo	Urogenital trichomoniasis, unspecified		MONDO:0005993
MONDO:0851210	trichomonal vulvovaginitis	ICD10CM:A59.01	MONDO:equivalentTo	Trichomonal vulvovaginitis		MONDO:0005993
MONDO:0851211	trichomonal prostatitis	ICD10CM:A59.02	MONDO:equivalentTo	Trichomonal prostatitis		MONDO:0005993
MONDO:0851212	trichomonal cystitis and urethritis	ICD10CM:A59.03	MONDO:equivalentTo	Trichomonal cystitis and urethritis		MONDO:0005993
MONDO:0851213	other urogenital trichomoniasis	ICD10CM:A59.09	MONDO:equivalentTo	Other urogenital trichomoniasis		MONDO:0005993
MONDO:0851214	trichomoniasis of other sites	ICD10CM:A59.8	MONDO:equivalentTo	Trichomoniasis of other sites		MONDO:0002154
MONDO:0851215	trichomoniasis, unspecified	ICD10CM:A59.9	MONDO:equivalentTo	Trichomoniasis, unspecified		MONDO:0002154
MONDO:0851216	anogenital herpesviral [herpes simplex] infections	ICD10CM:A60	MONDO:equivalentTo	Anogenital herpesviral [herpes simplex] infections		MONDO:0021681
MONDO:0851217	other predominantly sexually transmitted diseases, not elsewhere classified	ICD10CM:A63	MONDO:equivalentTo	Other predominantly sexually transmitted diseases, not elsewhere classified		MONDO:0021681
MONDO:0851218	unspecified sexually transmitted disease	ICD10CM:A64	MONDO:equivalentTo	Unspecified sexually transmitted disease		MONDO:0021681
MONDO:0851219	other spirochetal diseases (a65-a69)	ICD10CM:A65-A69	MONDO:equivalentTo	Other spirochetal diseases (A65-A69)		MONDO:0005550
MONDO:0851220	initial lesions of yaws	ICD10CM:A66.0	MONDO:equivalentTo	Initial lesions of yaws		MONDO:0006019
MONDO:0851221	multiple papillomata and wet crab yaws	ICD10CM:A66.1	MONDO:equivalentTo	Multiple papillomata and wet crab yaws		MONDO:0006019
MONDO:0851222	other early skin lesions of yaws	ICD10CM:A66.2	MONDO:equivalentTo	Other early skin lesions of yaws		MONDO:0006019
MONDO:0851223	hyperkeratosis of yaws	ICD10CM:A66.3	MONDO:equivalentTo	Hyperkeratosis of yaws		MONDO:0006019
MONDO:0851224	gangosa	ICD10CM:A66.5	MONDO:equivalentTo	Gangosa		MONDO:0006019
MONDO:0851225	bone and joint lesions of yaws	ICD10CM:A66.6	MONDO:equivalentTo	Bone and joint lesions of yaws		MONDO:0006019
MONDO:0851226	other manifestations of yaws	ICD10CM:A66.7	MONDO:equivalentTo	Other manifestations of yaws		MONDO:0006019
MONDO:0851227	latent yaws	ICD10CM:A66.8	MONDO:equivalentTo	Latent yaws		MONDO:0006019
MONDO:0851228	yaws, unspecified	ICD10CM:A66.9	MONDO:equivalentTo	Yaws, unspecified		MONDO:0006019
MONDO:0851229	relapsing fever, unspecified	ICD10CM:A68.9	MONDO:equivalentTo	Relapsing fever, unspecified		MONDO:0019633
MONDO:0851230	lyme disease, unspecified	ICD10CM:A69.20	MONDO:equivalentTo	Lyme disease, unspecified		MONDO:0019632
MONDO:0851231	meningitis due to lyme disease	ICD10CM:A69.21	MONDO:equivalentTo	Meningitis due to Lyme disease		MONDO:0019632
MONDO:0851232	other neurologic disorders in lyme disease	ICD10CM:A69.22	MONDO:equivalentTo	Other neurologic disorders in Lyme disease		MONDO:0019632
MONDO:0851233	arthritis due to lyme disease	ICD10CM:A69.23	MONDO:equivalentTo	Arthritis due to Lyme disease		MONDO:0019632
MONDO:0851234	other conditions associated with lyme disease	ICD10CM:A69.29	MONDO:equivalentTo	Other conditions associated with Lyme disease		MONDO:0019632
MONDO:0851235	chlamydia psittaci infections	ICD10CM:A70	MONDO:equivalentTo	Chlamydia psittaci infections		MONDO:0021697
MONDO:0851236	trachoma	ICD10CM:A71	MONDO:equivalentTo	Trachoma		MONDO:0021697
MONDO:0851237	other diseases caused by chlamydiae	ICD10CM:A74	MONDO:equivalentTo	Other diseases caused by chlamydiae		MONDO:0021697
MONDO:0851238	typhus fever	ICD10CM:A75	MONDO:equivalentTo	Typhus fever		MONDO:0006956
MONDO:0851239	spotted fever due to rickettsia rickettsii	ICD10CM:A77.0	MONDO:equivalentTo	Spotted fever due to Rickettsia rickettsii		MONDO:0001195
MONDO:0851240	spotted fever due to rickettsia conorii	ICD10CM:A77.1	MONDO:equivalentTo	Spotted fever due to Rickettsia conorii		MONDO:0001195
MONDO:0851241	spotted fever due to rickettsia siberica	ICD10CM:A77.2	MONDO:equivalentTo	Spotted fever due to Rickettsia siberica		MONDO:0001195
MONDO:0851242	spotted fever due to rickettsia australis	ICD10CM:A77.3	MONDO:equivalentTo	Spotted fever due to Rickettsia australis		MONDO:0001195
MONDO:0851243	ehrlichiosis	ICD10CM:A77.4	MONDO:equivalentTo	Ehrlichiosis		MONDO:0001195
MONDO:0851244	other spotted fevers	ICD10CM:A77.8	MONDO:equivalentTo	Other spotted fevers		MONDO:0001195
MONDO:0851245	spotted fever, unspecified	ICD10CM:A77.9	MONDO:equivalentTo	Spotted fever, unspecified		MONDO:0001195
MONDO:0851246	other rickettsioses	ICD10CM:A79	MONDO:equivalentTo	Other rickettsioses		MONDO:0006956
MONDO:0851247	acute poliomyelitis	ICD10CM:A80	MONDO:equivalentTo	Acute poliomyelitis		
MONDO:0851248	atypical virus infections of central nervous system	ICD10CM:A81	MONDO:equivalentTo	Atypical virus infections of central nervous system		
MONDO:0851249	sylvatic rabies	ICD10CM:A82.0	MONDO:equivalentTo	Sylvatic rabies		MONDO:0019173
MONDO:0851250	urban rabies	ICD10CM:A82.1	MONDO:equivalentTo	Urban rabies		MONDO:0019173
MONDO:0851251	rabies, unspecified	ICD10CM:A82.9	MONDO:equivalentTo	Rabies, unspecified		MONDO:0019173
MONDO:0851252	mosquito-borne viral encephalitis	ICD10CM:A83	MONDO:equivalentTo	Mosquito-borne viral encephalitis		
MONDO:0851253	tick-borne viral encephalitis	ICD10CM:A84	MONDO:equivalentTo	Tick-borne viral encephalitis		
MONDO:0851254	enteroviral encephalitis	ICD10CM:A85.0	MONDO:equivalentTo	Enteroviral encephalitis		MONDO:0019956
MONDO:0851255	adenoviral encephalitis	ICD10CM:A85.1	MONDO:equivalentTo	Adenoviral encephalitis		MONDO:0019956
MONDO:0851256	arthropod-borne viral encephalitis, unspecified	ICD10CM:A85.2	MONDO:equivalentTo	Arthropod-borne viral encephalitis, unspecified		MONDO:0019956
MONDO:0851257	other specified viral encephalitis	ICD10CM:A85.8	MONDO:equivalentTo	Other specified viral encephalitis		MONDO:0019956
MONDO:0851258	unspecified viral encephalitis	ICD10CM:A86	MONDO:equivalentTo	Unspecified viral encephalitis		
MONDO:0851259	enteroviral meningitis	ICD10CM:A87.0	MONDO:equivalentTo	Enteroviral meningitis		MONDO:0007015
MONDO:0851260	adenoviral meningitis	ICD10CM:A87.1	MONDO:equivalentTo	Adenoviral meningitis		MONDO:0007015
MONDO:0851261	other viral meningitis	ICD10CM:A87.8	MONDO:equivalentTo	Other viral meningitis		MONDO:0007015
MONDO:0851262	viral meningitis, unspecified	ICD10CM:A87.9	MONDO:equivalentTo	Viral meningitis, unspecified		MONDO:0007015
MONDO:0851263	other viral infections of central nervous system, not elsewhere classified	ICD10CM:A88	MONDO:equivalentTo	Other viral infections of central nervous system, not elsewhere classified		
MONDO:0851264	unspecified viral infection of central nervous system	ICD10CM:A89	MONDO:equivalentTo	Unspecified viral infection of central nervous system		
MONDO:0851265	arthropod-borne viral fevers and viral hemorrhagic fevers (a90-a99)	ICD10CM:A90-A99	MONDO:equivalentTo	Arthropod-borne viral fevers and viral hemorrhagic fevers (A90-A99)		MONDO:0005550
MONDO:0851266	viral infections characterized by skin and mucous membrane lesions (b00-b09)	ICD10CM:B00-B09	MONDO:equivalentTo	Viral infections characterized by skin and mucous membrane lesions (B00-B09)		MONDO:0005550
MONDO:0851267	herpesviral vesicular dermatitis	ICD10CM:B00.1	MONDO:equivalentTo	Herpesviral vesicular dermatitis		MONDO:0004609
MONDO:0851268	herpesviral gingivostomatitis and pharyngotonsillitis	ICD10CM:B00.2	MONDO:equivalentTo	Herpesviral gingivostomatitis and pharyngotonsillitis		MONDO:0004609
MONDO:0851269	herpesviral meningitis	ICD10CM:B00.3	MONDO:equivalentTo	Herpesviral meningitis		MONDO:0004609
MONDO:0851270	herpesviral encephalitis	ICD10CM:B00.4	MONDO:equivalentTo	Herpesviral encephalitis		MONDO:0004609
MONDO:0851271	herpesviral ocular disease	ICD10CM:B00.5	MONDO:equivalentTo	Herpesviral ocular disease		MONDO:0004609
MONDO:0851272	disseminated herpesviral disease	ICD10CM:B00.7	MONDO:equivalentTo	Disseminated herpesviral disease		MONDO:0004609
MONDO:0851273	other forms of herpesviral infections	ICD10CM:B00.8	MONDO:equivalentTo	Other forms of herpesviral infections		MONDO:0004609
MONDO:0851274	herpesviral infection, unspecified	ICD10CM:B00.9	MONDO:equivalentTo	Herpesviral infection, unspecified		MONDO:0004609
MONDO:0851275	zoster encephalitis	ICD10CM:B02.0	MONDO:equivalentTo	Zoster encephalitis		MONDO:0005609
MONDO:0851276	zoster meningitis	ICD10CM:B02.1	MONDO:equivalentTo	Zoster meningitis		MONDO:0005609
MONDO:0851277	zoster with other nervous system involvement	ICD10CM:B02.2	MONDO:equivalentTo	Zoster with other nervous system involvement		MONDO:0005609
MONDO:0851278	zoster ocular disease	ICD10CM:B02.3	MONDO:equivalentTo	Zoster ocular disease		MONDO:0005609
MONDO:0851279	disseminated zoster	ICD10CM:B02.7	MONDO:equivalentTo	Disseminated zoster		MONDO:0005609
MONDO:0851280	zoster with other complications	ICD10CM:B02.8	MONDO:equivalentTo	Zoster with other complications		MONDO:0005609
MONDO:0851281	zoster without complications	ICD10CM:B02.9	MONDO:equivalentTo	Zoster without complications		MONDO:0005609
MONDO:0851282	measles complicated by encephalitis	ICD10CM:B05.0	MONDO:equivalentTo	Measles complicated by encephalitis		MONDO:0004619
MONDO:0851283	measles complicated by meningitis	ICD10CM:B05.1	MONDO:equivalentTo	Measles complicated by meningitis		MONDO:0004619
MONDO:0851284	measles complicated by pneumonia	ICD10CM:B05.2	MONDO:equivalentTo	Measles complicated by pneumonia		MONDO:0004619
MONDO:0851285	measles complicated by otitis media	ICD10CM:B05.3	MONDO:equivalentTo	Measles complicated by otitis media		MONDO:0004619
MONDO:0851286	measles with intestinal complications	ICD10CM:B05.4	MONDO:equivalentTo	Measles with intestinal complications		MONDO:0004619
MONDO:0851287	measles with other complications	ICD10CM:B05.8	MONDO:equivalentTo	Measles with other complications		MONDO:0004619
MONDO:0851288	measles without complication	ICD10CM:B05.9	MONDO:equivalentTo	Measles without complication		MONDO:0004619
MONDO:0851289	rubella with neurological complications	ICD10CM:B06.0	MONDO:equivalentTo	Rubella with neurological complications		MONDO:0004656
MONDO:0851290	rubella with other complications	ICD10CM:B06.8	MONDO:equivalentTo	Rubella with other complications		MONDO:0004656
MONDO:0851291	rubella without complication	ICD10CM:B06.9	MONDO:equivalentTo	Rubella without complication		MONDO:0004656
MONDO:0851292	other human herpesviruses (b10)	ICD10CM:B10-B10	MONDO:equivalentTo	Other human herpesviruses (B10)		MONDO:0005550
MONDO:0851293	acute hepatitis a	ICD10CM:B15	MONDO:equivalentTo	Acute hepatitis A		MONDO:0006011
MONDO:0851294	acute hepatitis b	ICD10CM:B16	MONDO:equivalentTo	Acute hepatitis B		MONDO:0006011
MONDO:0851295	other acute viral hepatitis	ICD10CM:B17	MONDO:equivalentTo	Other acute viral hepatitis		MONDO:0006011
MONDO:0851296	chronic viral hepatitis	ICD10CM:B18	MONDO:equivalentTo	Chronic viral hepatitis		MONDO:0006011
MONDO:0851297	unspecified viral hepatitis	ICD10CM:B19	MONDO:equivalentTo	Unspecified viral hepatitis		MONDO:0006011
MONDO:0851298	human immunodeficiency virus [hiv] disease	ICD10CM:B20	MONDO:equivalentTo	Human immunodeficiency virus [HIV] disease		MONDO:0005109
MONDO:0851299	other viral diseases (b25-b34)	ICD10CM:B25-B34	MONDO:equivalentTo	Other viral diseases (B25-B34)		MONDO:0005550
MONDO:0851300	mumps orchitis	ICD10CM:B26.0	MONDO:equivalentTo	Mumps orchitis		MONDO:0000989
MONDO:0851301	mumps meningitis	ICD10CM:B26.1	MONDO:equivalentTo	Mumps meningitis		MONDO:0000989
MONDO:0851302	mumps encephalitis	ICD10CM:B26.2	MONDO:equivalentTo	Mumps encephalitis		MONDO:0000989
MONDO:0851303	mumps pancreatitis	ICD10CM:B26.3	MONDO:equivalentTo	Mumps pancreatitis		MONDO:0000989
MONDO:0851304	mumps with other complications	ICD10CM:B26.8	MONDO:equivalentTo	Mumps with other complications		MONDO:0000989
MONDO:0851305	mumps without complication	ICD10CM:B26.9	MONDO:equivalentTo	Mumps without complication		MONDO:0000989
MONDO:0851306	tinea barbae and tinea capitis	ICD10CM:B35.0	MONDO:equivalentTo	Tinea barbae and tinea capitis		MONDO:0004678
MONDO:0851307	tinea cruris	ICD10CM:B35.6	MONDO:equivalentTo	Tinea cruris		MONDO:0004678
MONDO:0851308	other dermatophytoses	ICD10CM:B35.8	MONDO:equivalentTo	Other dermatophytoses		MONDO:0004678
MONDO:0851309	dermatophytosis, unspecified	ICD10CM:B35.9	MONDO:equivalentTo	Dermatophytosis, unspecified		MONDO:0004678
MONDO:0851310	other superficial mycoses	ICD10CM:B36	MONDO:equivalentTo	Other superficial mycoses		MONDO:0002041
MONDO:0851311	candidal stomatitis	ICD10CM:B37.0	MONDO:equivalentTo	Candidal stomatitis		MONDO:0002026
MONDO:0851312	pulmonary candidiasis	ICD10CM:B37.1	MONDO:equivalentTo	Pulmonary candidiasis		MONDO:0002026
MONDO:0851313	candidiasis of skin and nail	ICD10CM:B37.2	MONDO:equivalentTo	Candidiasis of skin and nail		MONDO:0002026
MONDO:0851314	candidiasis of other urogenital sites	ICD10CM:B37.4	MONDO:equivalentTo	Candidiasis of other urogenital sites		MONDO:0002026
MONDO:0851315	candidal meningitis	ICD10CM:B37.5	MONDO:equivalentTo	Candidal meningitis		MONDO:0002026
MONDO:0851316	candidal endocarditis	ICD10CM:B37.6	MONDO:equivalentTo	Candidal endocarditis		MONDO:0002026
MONDO:0851317	candidal sepsis	ICD10CM:B37.7	MONDO:equivalentTo	Candidal sepsis		MONDO:0002026
MONDO:0851318	candidiasis of other sites	ICD10CM:B37.8	MONDO:equivalentTo	Candidiasis of other sites		MONDO:0002026
MONDO:0851319	candidiasis, unspecified	ICD10CM:B37.9	MONDO:equivalentTo	Candidiasis, unspecified		MONDO:0002026
